Bag,Boot,Coat,Dress,Pullover,Sandal,Shirt,Sneaker,Top,Trouser,predict,actual,path
0.09600647,0.1303275,0.080824696,0.117921434,0.06790708,0.075323775,0.15818310000000002,0.07472554599999999,0.11275013,0.08603032,Shirt,Bag,test/Bag/1.png
0.09600647,0.1303275,0.080824696,0.117921434,0.06790708,0.075323775,0.15818310000000002,0.07472554599999999,0.11275013,0.08603032,Shirt,Bag,test/Bag/10.png
0.09600647,0.1303275,0.080824696,0.117921434,0.06790708,0.075323775,0.15818310000000002,0.07472554599999999,0.11275013,0.08603032,Shirt,Bag,test/Bag/100.png
0.09600647,0.1303275,0.080824696,0.117921434,0.06790708,0.075323775,0.15818310000000002,0.07472554599999999,0.11275013,0.08603032,Shirt,Bag,test/Bag/101.png
0.09600647,0.1303275,0.080824696,0.117921434,0.06790708,0.075323775,0.15818310000000002,0.07472554599999999,0.11275013,0.08603032,Shirt,Bag,test/Bag/102.png
0.094960764,0.13064505,0.08132091,0.11865350000000001,0.0689415,0.074055396,0.15883426,0.074654564,0.11218869,0.085745335,Shirt,Bag,test/Bag/103.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/104.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/105.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/106.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/107.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/108.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/109.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/11.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/110.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/111.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/112.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/113.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/114.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/115.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/116.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/117.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/118.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/119.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/12.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/120.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/121.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/122.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/123.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/124.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/125.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/126.png
0.08680844,0.12910901,0.08464411,0.12262750000000001,0.07442903,0.06641844,0.16999239,0.07369364,0.109760925,0.082516514,Shirt,Bag,test/Bag/127.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/128.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/129.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/13.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/130.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/131.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/132.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/133.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/134.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/135.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/136.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/137.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/138.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/139.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/14.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/140.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/141.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/142.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/143.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/144.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/145.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/146.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/147.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/148.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/149.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/15.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/150.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/151.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/152.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/153.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/154.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/155.png
0.09476384,0.13334720000000003,0.07343964,0.11329078,0.06755029,0.06955267,0.18757008,0.06683119,0.12373352,0.06992079,Shirt,Bag,test/Bag/156.png
0.13102072,0.0057188840000000005,0.16355903,0.15093485,0.11528931,0.0032010367,0.2389192,0.0030058040000000004,0.18299517,0.005356001,Shirt,Bag,test/Bag/192.png
0.1324598,0.09084784,0.052584745,0.31672296,0.091676064,0.022483684,0.055632102999999995,0.01585758,0.0624024,0.15933289,Dress,Bag,test/Bag/287.png
0.051038057000000005,0.01668464,0.011275608999999999,0.20570508,0.02913419,0.0039474224,0.084211186,0.005611571,0.5840088000000001,0.008383381,Top,Bag,test/Bag/298.png
0.010384240999999999,4.9791426000000004e-05,0.0005180198,0.0009312680000000001,0.010692355,8.135366e-05,0.093114704,8.261777e-05,0.88410866,3.7043155e-05,Top,Bag,test/Bag/31.png
0.21398689,0.0009849279,0.44683844,0.009626825,0.059451066,0.0006769763,0.24417825,0.00095077936,0.021629935,0.0016759334,Coat,Bag,test/Bag/390.png
0.16483732,0.00041044112999999996,0.005766585500000001,0.0025227834,0.11817737,0.00044901622000000004,0.046917725,0.0007779012,0.6598076,0.00033330114,Top,Bag,test/Bag/49.png
0.029120436,0.00036013699999999996,0.70187867,0.17389534,0.004780945,9.466884e-05,0.0836079,0.00022343532000000004,0.005149363,0.0008892462,Coat,Bag,test/Bag/569.png
2.845207e-07,3.501966e-10,5.2946793e-06,4.5490157e-08,1.466144e-05,4.2656496e-09,0.99995744,5.8198744e-09,2.2332075e-05,4.0022496e-09,Shirt,Bag,test/Bag/616.png
0.10575,0.0008848983000000001,0.011041531,0.0045640672999999994,0.024586717,0.0010121133,0.74647176,0.0012631447,0.10324074,0.0011849924,Shirt,Bag,test/Bag/98.png
4.4200106999999996e-05,0.026392369,3.665111e-05,5.351392e-05,4.3666000000000005e-05,0.9717280999999999,8.235002e-05,0.0014244402,0.00013273007,6.192775599999999e-05,Sandal,Boot,test/Boot/1.png
0.0006804622,0.22077483,0.0010176026,0.00043699687000000004,0.0008776315400000001,0.005860734,0.0012061723,0.7674623,0.0012414725,0.00044179818,Sneaker,Boot,test/Boot/139.png
0.00045031696,0.39382598,0.00089486595,0.00043861236,0.00056222157,0.0048660887,0.00085547735,0.5967176,0.0008208276,0.0005679804,Sneaker,Boot,test/Boot/149.png
0.00034064892999999995,0.18522568,0.00060389476,0.00024120613999999998,0.0004351522,0.0047038947,0.0006457899,0.80690914,0.0006386035,0.00025600972,Sneaker,Boot,test/Boot/154.png
0.0006571999400000001,0.29858965,0.0011982954,0.0006110808,0.0008553860000000001,0.006340965600000001,0.0013015445,0.68856895,0.0012191966,0.0006577442,Sneaker,Boot,test/Boot/182.png
0.0010992576,0.2957014,0.0017027739000000002,0.00083087815,0.0013247082999999998,0.007729138000000001,0.0019164393,0.68696076,0.0018401622,0.00089452614,Sneaker,Boot,test/Boot/183.png
0.0011731168,0.41365296,0.0018445442000000001,0.0011766676,0.0011059989999999999,0.007547378,0.0016705398,0.5687283000000001,0.0019324446,0.0011681109,Sneaker,Boot,test/Boot/24.png
0.00030576196,0.16128428,0.00060225587,0.00022340164000000002,0.00033959394,0.007358084,0.0006599331,0.8283736999999999,0.0005589963,0.0002939608,Sneaker,Boot,test/Boot/248.png
0.0006508503599999999,0.40569659999999996,9.0431764e-05,0.00025524374,0.00014168448,0.58871233,0.00018191224,0.0035611048999999997,0.00043862489999999996,0.00027119197,Sandal,Boot,test/Boot/258.png
6.209975e-05,0.3405453,0.00020137193,6.824559e-05,0.00011190551000000002,0.0012063561,0.0001405914,0.65741026,0.00015089512,0.000102962986,Sneaker,Boot,test/Boot/277.png
0.00015717253000000002,0.30540812,0.00039487254,0.00015317144,0.00023867212000000003,0.0021771898000000002,0.0003166817,0.69060063,0.00036128348,0.00019221625,Sneaker,Boot,test/Boot/278.png
0.00018358337,0.15965728,0.00034283154000000005,0.00011898096000000002,0.00031165417999999995,0.0026243303000000003,0.00040176,0.8358068000000001,0.00042261134000000003,0.00013026393,Sneaker,Boot,test/Boot/28.png
0.00034098013,0.44007403,0.000631193,0.00027948903,0.0003644743,0.0044740876,0.0005711688,0.55231416,0.0005301912,0.00042022949999999994,Sneaker,Boot,test/Boot/281.png
0.0007226277999999999,0.40927297,0.0013856794,0.0007279589999999999,0.0008745497999999999,0.0047587026,0.0012182964,0.5788884,0.001369676,0.00078121724,Sneaker,Boot,test/Boot/319.png
0.00018735552,0.22237802,0.00039533185,0.00016172046999999998,0.00030443186,0.0025566395,0.0004518518,0.7729375,0.00044293242,0.00018419174,Sneaker,Boot,test/Boot/340.png
0.00011371681000000001,0.44997284,0.000312888,0.00012886393,0.00016161492,0.0019431347,0.00021190141,0.54673606,0.00022582702999999997,0.00019316137,Sneaker,Boot,test/Boot/35.png
8.11725e-05,0.09764632,0.00015792467,4.8344005e-05,0.00014283737,0.001719754,0.00018772665000000002,0.8997685999999999,0.00019910446,4.8251655e-05,Sneaker,Boot,test/Boot/350.png
0.00061349646,0.34863109999999997,0.001214345,0.0006042631,0.0008083074,0.0054069287,0.0011587763000000001,0.6396833000000001,0.0011788808999999999,0.0007006289999999999,Sneaker,Boot,test/Boot/366.png
3.5729547e-05,0.30249882,1.11479585e-05,2.3317092e-05,2.1066182e-05,0.69571906,1.4663277000000001e-05,0.0014960038000000001,3.4383123e-05,0.00014587367,Sandal,Boot,test/Boot/373.png
5.431383000000001e-05,0.09091692400000001,0.00010666756000000001,3.2029642e-05,8.984126e-05,0.0016533651999999998,0.00013581819,0.9068434000000001,0.00013167792,3.6042090000000004e-05,Sneaker,Boot,test/Boot/39.png
7.4086042e-06,0.008606935,1.4615708e-05,2.3106054e-06,2.3282626e-05,0.00059315993,1.7994678e-05,0.9907161,1.611366e-05,2.0467043999999997e-06,Sneaker,Boot,test/Boot/4.png
